"id","type","title","author"
5376e465443cf702ab000046,San Francisco,94108,I am a big fan of how D3 lets you take a data and create a story ( visual presentation )out of it. I using D3 in in my last project.
5376e465443cf702ab000047,San Francisco,94115,Product Manager and designer hugely into information visualization through digital art.
5376e465443cf702ab000048,San Francisco,94105,designer @opower
5376e465443cf702ab000049,San Jose,95128,I am really interested to learn more about modern visualization techniques
5376e465443cf702ab00004a,San Francisco,94103,Computational biologist research department in a big biotech. The main point is to mix scientists ideas, huge data, cool visualization tools. D3 offers rich visualisation/interaction. Full stack with multi projects, backbone, requires, jasmine & CI.
5376e465443cf702ab00004b,San Francisco,94105,product designer + data nerd + jewzillian 
5376e465443cf702ab00004c,San Jose,95111,Beginner
5376e465443cf702ab00004d,Mountain View,94043,Entrepreneur and Architect
5376e465443cf702ab00004e,San Francisco,94101,SF transplant looking to be around brilliant devs
5376e465443cf702ab00004f,San Francisco,94123,Platform innovation director at Sitecore
5376e465443cf702ab000050,San Francisco,94107,Originally from Salt Lake City, Utah, I just got a job in San Mateo after graduating from college. I'll be attending Hack Reactor (a coding school in SF) in January and begin my career as a web developer thereafter.
5376e465443cf702ab000051,Alameda,94501,Hi
5376e465443cf702ab000052,San Francisco,94105,I am a developer at visualization developer, currently working at Datameer in San Mateo.
5376e465443cf702ab000053,San Francisco,94116,Software Engineer
5376e465443cf702ab000054,Menlo Park,94025,Software Developer @ Microsoft Bing.
5376e465443cf702ab000055,Emeryville,94608,My name is Alex Graf. I am a PhD physicist interested in data analytics and visualization. 
5376e465443cf702ab000056,San Francisco,94103,Hi there, I'm Alex, work for CrowdFlower; We're building a suite of crowd-powerd apps with cool D3-based visualizations.
5376e465443cf702ab000057,San Francisco,94115,Howdy folks.
5376e465443cf702ab000058,San Francisco,94101,a visiting dev
5376e465443cf702ab000059,San Francisco,94118,Software Developer at YouNoodle
5376e465443cf702ab00005a,Mountain View,94040,Biophysics PhD Student at Stanford University, studying microbiology morphogenesis computationally. 
5376e465443cf702ab00005b,San Francisco,94103,JavaScript developer at Atlassian
5376e465443cf702ab00005c,Paris,meetup1,Web developer at Linkfluence (Paris) - also developing sigma.js, an Open-Source graph visualization JS library
5376e465443cf702ab00005d,San Francisco,94108,Digital service designer want to learn data visualization
5376e465443cf702ab00005e,San Francisco,94105,Metrics Engineer at Mozilla working with Firefox data
5376e465443cf702ab00005f,San Francisco,94103,A Learner.
5376e465443cf702ab000060,Santa Clara,95050,I currently am working heavily with D3 for data visualization purposes in the realm of digital health records. 
5376e465443cf702ab000061,San Francisco,94103,Engineer, focused on frontend development, JS, Rails, iOS
5376e465443cf702ab000062,San Francisco,94110,Berkeley Physics Ph.D. graduating soon, interested in learning more about big data!
5376e465443cf702ab000063,New York,10003,hi
5376e465443cf702ab000064,San Jose,95148,Data Visualisation enthusiast
5376e465443cf702ab000065,San Mateo,94404,hi
5376e465443cf702ab000066,Oakland,94601,I am a Berkeley area resident and data nerd. When off duty you can find me playing ultimate frisbee, traveling, trail running, or enjoying a craft brew. I'm an avid reader interested in geopolitics, scientific essays. and historical fiction.
5376e465443cf702ab000067,San Francisco,94103,French engineering student @CentraleParis. Passionate web guru & incurable new tech curious. Wannabe entrepreneur. Proud beer advocate and practitioner.
5376e465443cf702ab000068,San Francisco,94105,hello
5376e465443cf702ab000069,San Francisco,94110,Designer and Data Visualization maker. @ameliagreenhall
5376e465443cf702ab00006a,San Francisco,94103,soundcloud fan who wants to hear more.
5376e465443cf702ab00006b,Tel Aviv-Yafo,meetup2,Senior Front End Hacker
5376e465443cf702ab00006c,San Francisco,94117,Engineer at a startup
5376e465443cf702ab00006d,San Francisco,94117,I work on Data Visualization for Game Analytics at Nickelodeon Games. Using d3+HTML5/Django/Apache setup to achieve the same.
5376e465443cf702ab00006e,San Jose,95125,Data enthusiast looking to work in novel domains
5376e465443cf702ab00006f,Redwood City,94065,Frontend developer at Rackspace
5376e465443cf702ab000070,San Francisco,94108,I am new to d3 but not new to programming. I am interested in d3 and how it can be used for public transit-related data visualizations, and how/if those visualizations can someday be used to improve transit in the Bay Area.
5376e465443cf702ab000071,San Carlos,94070,I am the lead engineer of performance and analytics group at Findlaw. We start using D3 as data visualization tool for our new project.
5376e465443cf702ab000072,San Francisco,94110,I get to make maps for a living!
5376e465443cf702ab000073,San Francisco,94101,A web dev looking to keep informed
5376e465443cf702ab000074,San Francisco,94101,Big data consultant
5376e465443cf702ab000075,Oakland,94606,I run Tech Liminal in Oakland, where I build websites and applications and teach people about managing their data and online identity. I am looking to learn more about d3.
5376e465443cf702ab000076,San Francisco,94110,Hello, I've been working with d3 for several projects and would enjoy seeing what others are doing with it.
5376e465443cf702ab000077,Mountain View,94040,Data scientist, developer, photographer
5376e465443cf702ab000078,San Mateo,94403,typer of things
5376e465443cf702ab000079,San Francisco,94105,Connection ocean sensors of the world. MarineXplore provides ocean professionals access to connected & clean marine data, solving the problem of manual data processing, visualization & analytics
5376e465443cf702ab00007a,Oakland,94609,Hi I'm a sound designer who works with design for apps and mapping data.
5376e465443cf702ab00007b,San Leandro,94577,I'm a data scientist at Facebook and work on data visualization tools.
5376e465443cf702ab00007c,Palo Alto,94301,Designer. Code Apprentice. Trans-Atlantic Transplant.
5376e465443cf702ab00007d,San Francisco,94101,I love data.
5376e465443cf702ab00007e,San Francisco,94109,I am new to D3 but want to learn more
5376e465443cf702ab00007f,San Francisco,94133,I am interested in data analysis and economics.
5376e465443cf702ab000080,San Francisco,94105,Graphic designer, painter, graduate student, breakfast for dinner, frisbee + dog, bike-with-gears rider.
5376e465443cf702ab000081,San Francisco,94115,hax0r
5376e465443cf702ab000082,San Francisco,94127,Cisco Development Manager
5376e465443cf702ab000083,San Francisco,94123,Jack of All Trades at Improvisu
5376e465443cf702ab000084,San Francisco,94133,Looking for more ways to visualize my data
5376e465443cf702ab000085,San Carlos,94070,Head of Research & Analytics at Yummly.
5376e465443cf702ab000086,San Francisco,94107,I am a Data Scientist at URX and a big fan of data analysis, thai food, machine learning, and pick-up basketball
5376e465443cf702ab000087,Pleasanton,94588,Just starting to learn how to use d3 for security visualizations
5376e465443cf702ab000088,San Francisco,94110,web developer
5376e465443cf702ab000089,Reno,89509,Full stack web developer in Reno
5376e465443cf702ab00008a,San Francisco,94104,d3 n00b
5376e465443cf702ab00008b,San Francisco,94107,UI, Front-end, Rails
5376e465443cf702ab00008c,San Francisco,94110,Interested in datavis, sounds like a good group.
5376e465443cf702ab00008d,San Mateo,94401,I am interest in all aspects of computer graphics. In particular scientific and data visualization. I have a B.S. in computer science and mathematics from Kennesaw State University. I then pursued my M.S. in Computational Science from FSU.
5376e465443cf702ab00008e,Oakland,94610,Recent Computer Science and Art graduate from Minnesota. Just moved to Oakland.
5376e465443cf702ab00008f,San Francisco,94107,Engineer
5376e465443cf702ab000090,San Jose,95121,hi
5376e465443cf702ab000091,Calgary,T2N 1N4,Mobile App Developer and DevOps
5376e465443cf702ab000092,San Francisco,94133,data hacker
5376e465443cf702ab000093,Oakland,94610,I work at Kiva.org, hoping to use D3 to bring our data (and mission) to a wider audience
5376e465443cf702ab000094,Pleasanton,94588,I get to work with Jerome Cukier at Facebook. Enough said.
5376e465443cf702ab000095,San Francisco,94123,I'm Director of Engineering at Riverbed Technology working on the management framework for Riverbed's networking devices and a web app to manage Riverbed products in a customer's environment.
5376e465443cf702ab000096,San Francisco,94107,I studied Computer Science at UC Berkeley. I am young and interested in learning new things and meeting new people.
5376e465443cf702ab000097,Dublin,94568,Researcher @ GE
5376e465443cf702ab000098,Mountain View,94043,i design user experiences, manage products, and write code. i specialize in rapid prototyping, 3D, and information visualization. http://arcball.com/blog
5376e465443cf702ab000099,San Francisco,94133,web developer
5376e465443cf702ab00009a,San Francisco,94103,San Francisco based media artist, designer, and developer!
5376e465443cf702ab00009b,Milpitas,95035,Software Architect & Data Curator, was Recommender System Engineer, Mathematician. Music afficionado.
5376e465443cf702ab00009c,San Francisco,94143,
5376e465443cf702ab00009d,San Francisco,94103,I am a software engineer at Yummly interested in food.
5376e465443cf702ab00009e,San Francisco,94107,software engineer
5376e465443cf702ab00009f,San Francisco,94101,I work at Station X, a startup company in the bay area focused on building software to analyze and visualize human genomes. I've been using d3 to build network diagrams to show the relationship between genes.
5376e465443cf702ab0000a0,Palo Alto,94306,I do data visualization for a living, and always looking for ways to do better.
5376e465443cf702ab0000a1,Palo Alto,94303,Co Founder at Pulse
5376e465443cf702ab0000a2,San Francisco,94105,A grad student studying Graphics and Visualizations at University of North Carolina, Charlotte. Its been a little while that Visualizations has caught my attention!
5376e465443cf702ab0000a3,San Carlos,94070,developer, HTML5DevConf, OnAndroidConf founder
5376e465443cf702ab0000a4,Menlo Park,94025,industrial designer - morphed to the 2d world of web app development - l love seeing numbers come to life.
5376e465443cf702ab0000a5,Oakland,94602,Curious
5376e465443cf702ab0000a6,Palo Alto,94301,I'm a data journalist and designer, excited to learn more about d3.
5376e465443cf702ab0000a7,San Francisco,94103,PhD candidate at UC Berkeley
5376e465443cf702ab0000a8,San Jose,95119,Hi!
5376e465443cf702ab0000a9,San Francisco,94103,Interested in learning more about D3
5376e465443cf702ab0000aa,San Francisco,94103,Interested in learning more bout D3
5376e465443cf702ab0000ab,San Francisco,94103,surgeon and data geek
5376e465443cf702ab0000ac,San Francisco,94105,Hey I am Anson
5376e465443cf702ab0000ad,Toronto,M6K 3P6,User experience researcher
5376e465443cf702ab0000ae,San Francisco,94105,Major in Finance, but coder by heart.
5376e465443cf702ab0000af,San Francisco,94105,Digital product consultant for educational publishing companies. Likes dinosaurs, web preprocessors, and long walks on the beach.
5376e465443cf702ab0000b0,San Francisco,94103,Java developer
5376e465443cf702ab0000b1,Rancho Cordova,95742,I'm a BI Developer for Sutter Health in Sacramento, CA. I'm currently obsessing over web & mobile technologies (primarily node & javascript).
5376e465443cf702ab0000b2,San Francisco,94110,I'm all about javascript and visualization these days. Love to learn more.
5376e465443cf702ab0000b3,Berkeley,94720,I use d3 to develop solutions for visualizing and interacting with energy data and/or controls. I currently attend UC Berkeley.
5376e465443cf702ab0000b4,San Francisco,94109,Software Engineer
5376e465443cf702ab0000b5,Stockholm,meetup1,I'm looking to learn about d3.
5376e465443cf702ab0000b6,New York,10001,Senior digital art director. Entrepreneur passionate about technology and interaction design. Crazy about getting stuff done. A definite geek
5376e465443cf702ab0000b7,Alameda,94501,Web developer in EastBay area. <3 JS
5376e465443cf702ab0000b8,San Francisco,94109,I'm an Italian frontend engineer and owner of two ecommerce store. I'm really interested to share my experience and take some new great idea here in San Francisco
5376e465443cf702ab0000b9,Palo Alto,94303,Data nerd
5376e465443cf702ab0000ba,San Francisco,94114,Freelance Computer Scientist
5376e465443cf702ab0000bb,San Francisco,94123,In short, I nojy messing up with UI
5376e465443cf702ab0000bc,San Francisco,94105,data scientist
5376e465443cf702ab0000bd,Los Angeles,90001,Pm in adtech
5376e465443cf702ab0000be,San Francisco,94103,Data Viz Designer
5376e465443cf702ab0000bf,Mountain View,94035,Taming the wild horse
5376e465443cf702ab0000c0,San Jose,95110,Aspiring data geek.
5376e465443cf702ab0000c1,San Francisco,94117,Hi ! I'm Ara, new to the world of python and d3 and exciter to be here
5376e465443cf702ab0000c2,Pacifica,94044,Hearing lots about d3 recently...
5376e465443cf702ab0000c3,Cambridge,02138,Hi there!
5376e465443cf702ab0000c4,Buenos Aires,meetup1,InfoVis professor, Buenos Aires, Argentina. I love to follow the activities of this meetup.
5376e465443cf702ab0000c5,San Francisco,94115,Tech enthusiast
5376e465443cf702ab0000c6,San Bruno,94066,Hello everyone.
5376e465443cf702ab0000c7,San Francisco,94129,web developer, co-founder at RubyGarage
5376e465443cf702ab0000c8,Berkeley,94704,Interested in visualization, mostly of environmental data, and on new ways to make the data more accessible on the web, and more interactive.
5376e465443cf702ab0000c9,San Francisco,94134,I'm a student who thinks javascript is pretty cool
5376e465443cf702ab0000ca,Cotati,94931,I am a tech developer with a background in visualization
5376e465443cf702ab0000cb,Sunnyvale,94086,Ashutosh Kapuskar, Systems Architect
5376e465443cf702ab0000cc,San Jose,95112,working on d3 project. Looking to meet others working with d3
5376e465443cf702ab0000cd,San Francisco,94110,Full stack developer and UX designer
5376e465443cf702ab0000ce,Palo Alto,94301,Data Scientist
5376e465443cf702ab0000cf,Mountain View,94043,Hello.. looking for awesome d3 js developers
5376e465443cf702ab0000d0,Sunnyvale,94086,love analytics
5376e465443cf702ab0000d1,San Francisco,94107,Recent tech bootcamp grad!
5376e465443cf702ab0000d2,Copenhagen,meetup1,Partner and Co-Founder at Switch-Gears.
5376e465443cf702ab0000d3,Emeryville,94608,Hi I'm asuka
5376e465443cf702ab0000d4,Budapest,meetup1,.js lover, budapest.js organizer, mtb rider
5376e465443cf702ab0000d5,San Francisco,94103,Hello everyone!
5376e465443cf702ab0000d6,San Francisco,94103,Data scientist at Facebook
5376e465443cf702ab0000d7,Corona,92883,Been playing around with d3+Meteor a bit and would love to learn more.
5376e465443cf702ab0000d8,San Francisco,94133,Hi.
5376e465443cf702ab0000d9,Berkeley,94702,Js dev interested in all things web.
5376e465443cf702ab0000da,San Jose,95101,new to Data Viz
5376e465443cf702ab0000db,San Francisco,94110,Living in the bay area. Always looking to learn new things.
5376e465443cf702ab0000dc,San Francisco,94114,Developer who loves visualizations
5376e465443cf702ab0000dd,San Francisco,94110,Hi
5376e465443cf702ab0000de,San Francisco,94108,I'd like to learn D3.js
5376e465443cf702ab0000df,San Francisco,94131,Image Processing..
5376e465443cf702ab0000e0,Mountain View,94043,Software Engineer interested in Big Data and Machine Learning.
5376e465443cf702ab0000e1,San Francisco,94105,Hello how are you?
5376e465443cf702ab0000e2,Tel Aviv-Yafo,meetup2,Interested in visualization
5376e465443cf702ab0000e3,West Lafayette,47906,d3 and DVL user
5376e465443cf702ab0000e4,Berkeley,94703,Having fun creating analytic tools for manufacturing.
5376e465443cf702ab0000e5,San Francisco,94112,Interested in learning more
5376e465443cf702ab0000e6,San Francisco,94107,Mostly water. 
5376e465443cf702ab0000e7,San Francisco,94117,Software dev, Hackbright alum, circus hobbyist.
5376e465443cf702ab0000e8,Madison,53701,I like data and making it look good.
5376e465443cf702ab0000e9,Anchorage,99501,Software developer/ fellow at Code for America
5376e465443cf702ab0000ea,Mount Pleasant,29464,Data Scientist @Kaggle
5376e465443cf702ab0000eb,San Francisco,94109,Developer and Designer
5376e465443cf702ab0000ec,San Jose,95126,Software Engineer on the API Team at Netflix. Using d3 to visualize our production traffic in realtime.
5376e465443cf702ab0000ed,San Francisco,94107,high school CS teacher / developer
5376e465443cf702ab0000ee,San Francisco,94133,Experience Researcher @ Adobe. total javascript newbie
5376e465443cf702ab0000ef,South San Francisco,94080,Rails developer!
5376e465443cf702ab0000f0,San Francisco,94133,Still new to D3. Recently learned a lot from 'Developing a D3.js Edge' and am currently working on a django app to build custom dashboards with D3.
5376e465443cf702ab0000f1,San Francisco,94110,I've used d3 to put together visualizations.
5376e465443cf702ab0000f2,Los Gatos,95030,I use d3 at Netflix
5376e465443cf702ab0000f3,San Jose,95132,software engineer
5376e465443cf702ab0000f4,San Francisco,94103,I'm a media artist and creative technologist, working in interactive data visualization at Akamai Technologies
5376e465443cf702ab0000f5,San Francisco,94105,British software developer interning at edgespring/salesforce with the silicon valley internship programme
5376e465443cf702ab0000f6,San Francisco,94131,Working on a fintech startup for the underserved.
5376e465443cf702ab0000f7,San Francisco,94105,Interested in data
5376e465443cf702ab0000f8,Emeryville,94608,:)
5376e465443cf702ab0000f9,San Francisco,94104,eager
5376e465443cf702ab0000fa,San Francisco,94105,I'm Ben, a UI engineer at One Medical Group.
5376e465443cf702ab0000fb,Toulouse,meetup4,Hi, Just got to the Bay Area. I do applied mathematics and quantum chemistry...and also some visual-audio live coding on the side. 
5376e465443cf702ab0000fc,Zürich,meetup1,Hi I'm Benjamin, interaction and information designer from Zürich, Switzerland. I'm partner at Interactive Things and editor of Datavisualization.ch
5376e465443cf702ab0000fd,Mountain View,94043,Data analytics fan.
5376e465443cf702ab0000fe,San Francisco,94122,I like people who like data.
5376e465443cf702ab0000ff,Mountain View,94043,.
5376e465443cf702ab000100,Santa Clara,95051,Web Application Service Provider.
5376e465443cf702ab000101,Berkeley,94704,SW Engineer, JS lover and teacher. Follow me: @BiancaGando
5376e465443cf702ab000102,Berkeley,94703,Biomedical researcher interested in .js
5376e465443cf702ab000103,Richmond,94804,Just started playing with D3 and loving it!
5376e465443cf702ab000104,Saratoga,95070,I am interested in Saas OLAP applications
5376e465443cf702ab000105,Saratoga,95070,I like d3
5376e465443cf702ab000106,San Francisco,94107,data warehouse architect
5376e465443cf702ab000107,Dripping Springs,78620,New to D3
5376e465443cf702ab000108,Saratoga,95070,interested in d3
5376e465443cf702ab000109,San Leandro,94577,Hello, I have a software background in many languages and want to do more with data mining and visualization. I hadn't heard of d3 before but thanks for the great tip; I will start learning it now.
5376e465443cf702ab00010a,San Francisco,94101,I am new D3.js and love to learn more about this amazing visualization.
5376e465443cf702ab00010b,San Francisco,94103,PhD student@Berkeley interested in information visualization.
5376e465443cf702ab00010c,Redwood City,94061,Building new products; cleaning, augmenting and analyzing data.
5376e465443cf702ab00010d,Oakland,94609,r3d3
5376e465443cf702ab00010e,San Francisco,94112,3d dev
5376e465443cf702ab00010f,San Francisco,94115,Open government developer working to make complex information easier to digest...
5376e465443cf702ab000110,Los Gatos,95032,Data visualization
5376e465443cf702ab000111,El Cerrito,94530,RoR Developer delving into d3.
5376e465443cf702ab000112,San Francisco,94103,Human Geographer
5376e465443cf702ab000113,Paris,meetup1,French engineer, entrepreneur and RoR developper.
5376e465443cf702ab000114,San Francisco,94109,Hi. I am an analytics professional intrigued by d3. Looking forward to learning and meeting folks.
5376e465443cf702ab000115,San Francisco,94114,hey, data scientist at airbnb. love using d3 to tell stories
5376e465443cf702ab000116,Oakland,94610,Software Engineer working at Tradeshift
5376e465443cf702ab000117,San Francisco,94103,Looking for better way to simplify the complex
5376e465443cf702ab000118,Los Angeles,90001,New to SF. Math phd. Looking to learn more data visualization and meet peeps.
5376e465443cf702ab000119,San Francisco,94102,I'm new to D3, but experienced in web development and design. The little I've explored with D3 has left me wanting more.
5376e465443cf702ab00011a,San Francisco,94133,Greetings and Salutations!
5376e465443cf702ab00011b,San Francisco,94107,Using d3 for cool data visualization project.
5376e465443cf702ab00011c,San Jose,95112,.
5376e465443cf702ab00011d,San Francisco,94110,programmer
5376e465443cf702ab00011e,San Francisco,94107,Not crazy.
5376e465443cf702ab00011f,San Francisco,94110,I'm a programmer interested in using D3 to explain concepts without narratives
5376e465443cf702ab000120,San Francisco,94108,I work in mobile payments, and I'm interested in using d3 for internal visualization, as well as some personal projects. 
5376e465443cf702ab000121,San Francisco,94109,I'm a junior ruby dev learning javascript and d3js.
5376e465443cf702ab000122,San Francisco,94114,I am an engineer working at Heroku, nice to meet you!
5376e465443cf702ab000123,Palo Alto,94303,JavaScript learner
5376e465443cf702ab000124,Los Gatos,95033,hi, I'm a front end developer. I've done some basic charting and stuff with d3, but always looking to learn more, and see what other people out there are doing.
5376e465443cf702ab000125,San Francisco,94103,BI at OpenDNS
5376e465443cf702ab000126,San Francisco,94108,New developer, former product manager. Slingin' code, not decks.
5376e465443cf702ab000127,San Francisco,94102,Killer apps
5376e465443cf702ab000128,San Francisco,94105,Front-end developer looking to get better at D3
5376e465443cf702ab000129,San Francisco,94114,All the cool kids are using d3
5376e465443cf702ab00012a,San Francisco,94132,A machine learning PhD looking for a data science position.
5376e465443cf702ab00012b,Oakland,94607,New to d3
5376e465443cf702ab00012c,Berkeley,94704,Ops. Research + CS student at UC Berkeley
5376e465443cf702ab00012d,Alameda,94501,Just trying to learn and meet cool people
5376e465443cf702ab00012e,Alameda,94501,Software engineer, coffee nerd, dad.
5376e465443cf702ab00012f,Mountain View,94040,I am a web designer and want to learn more in-depth about HTML5
5376e465443cf702ab000130,Oakland,94609,hi, been doing webstuff forever, some svg lately...
5376e465443cf702ab000131,San Francisco,94114,I run CODAME ART-TECH Festival in San Francisco http://codame.com and this group is matching very much our passions.
5376e465443cf702ab000132,San Francisco,94101,Interested in data science
5376e465443cf702ab000133,San Mateo,94403,Web developer.
5376e465443cf702ab000134,Mountain View,94040,Hello.
5376e465443cf702ab000135,San Francisco,94105,hi
5376e465443cf702ab000136,Cupertino,95014,Another passionate data visualization geek in the bay area!
5376e465443cf702ab000137,San Francisco,94110,Mike Bostock 4Life
5376e465443cf702ab000138,Campbell,95008,I'm a software developer located in the South Bay and working for an edtech startup. Looking to learn a bit more about d3!
5376e465443cf702ab000139,San Francisco,94111,I write music and code.
5376e465443cf702ab00013a,Palo Alto,94306,Jack of some trades, including frontend dev, learning D3.js.
5376e465443cf702ab00013b,San Francisco,94133,Chief Data Scientist @ Liveperson
5376e465443cf702ab00013c,Petaluma,94952,Heard about D3. Am on some DV email lists.
5376e465443cf702ab00013d,San Francisco,94105,Bay area front end developer with an interest in d3
5376e465443cf702ab00013e,San Francisco,94107,Data scientist and management consultant in the utility industry
5376e465443cf702ab00013f,San Mateo,94401,Hello, Hallo, Hola, Saluton, Алло, 你好, नमस्ते
5376e465443cf702ab000140,Austin,78746,Extensive experience developing utility-scale wind and solar projects including energy assessment and project modeling. Looking to incorporate new and better ways to visualize data for more new insights and comprehensive understanding.
5376e465443cf702ab000141,Milpitas,95035,Supply chain analyst and programmer interested in data and information visualization.
